EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE_NUMBER,HIRE_DATE,JOB_ID,SALARY,COMMISSION_PCT,MANAGER_ID,DEPARTMENT_ID
1035,Joy,Wilson,JWILSON,650.724.8776,24-AUG-13,IT_PROG,6500, - ,108,40
1036,Joan,Wilson,JWILSON,650.635.2842,13-MAR-18,SH_CLERK,2500, - ,108,30
1037,John,Davis,JDAVIS,650.819.9677,21-AUG-18,FI_ACCOUNT,2600, - ,101,60
1038,Julia,Wilson,JWILSON,650.455.5967,27-JUL-14,ST_CLERK,11000, - ,100,90
1039,Joy,Miller,JMILLER,650.135.8531,23-DEC-15,AC_ACCOUNT,2600, - ,123,50
1040,Jerry,Miller,JMILLER,650.551.2809,29-JUL-20,PU_CLERK,3200, - ,100,20
1041,Jane,Davis,JDAVIS,650.157.8852,17-SEP-15,PU_CLERK,4200, - ,122,100
1042,Jack,Davis,JDAVIS,650.786.1098,29-SEP-14,ST_CLERK,10000, - ,121,50
1043,Jack,Brown,JBROWN,650.241.3929,05-APR-07,PU_CLERK,6000, - ,100,100
1044,James,Taylor,JTAYLOR,650.978.6906,14-FEB-20,ST_CLERK,2500, - ,101,20
1045,Julia,Jones,JJONES,650.816.9854,25-MAY-10,ST_MAN,6900, - ,100,60
1046,John,Davis,JDAVIS,650.323.2194,07-FEB-08,ST_MAN,3300, - ,100,50
1047,Jerry,Miller,JMILLER,650.524.4917,26-DEC-05,PR_REP,4400, - ,124,50
1048,Jill,Davis,JDAVIS,650.346.5716,08-JAN-17,IT_PROG,5800, - ,123,50
1049,Joan,Johnson,JJOHNSON,650.523.4941,11-FEB-13,AC_ACCOUNT,12008, - ,114,50
1050,James,Brown,JBROWN,650.203.1271,16-JUL-12,HR_REP,2900, - ,101,110
1051,Jack,Miller,JMILLER,650.417.8807,19-MAR-08,ST_MAN,2800, - ,103,40
1052,John,Brown,JBROWN,650.806.7416,24-JUL-17,IT_PROG,3300, - ,201,50
1053,Jack,Williams,JWILLIAMS,650.272.7415,01-SEP-10,ST_CLERK,3300, - ,122,50
1054,Joy,Wilson,JWILSON,650.614.7369,08-OCT-07,ST_CLERK,2400, - ,101,50
1055,Jack,Johnson,JJOHNSON,650.543.1210,24-AUG-11,ST_CLERK,6500, - ,123,50
1056,Jim,Taylor,JTAYLOR,650.753.7373,28-AUG-21,PU_CLERK,3100, - ,121,100
1057,James,Brown,JBROWN,650.826.5687,18-MAR-20,AD_VP,2500, - ,101,30
1058,Jack,Jones,JJONES,650.697.5886,01-NOV-16,ST_CLERK,2500, - ,120,30
1059,Julia,Moore,JMOORE,650.524.7348,04-NOV-04,FI_MGR,8300, - ,122,50
1060,Jill,Wilson,JWILSON,650.262.5784,06-FEB-06,MK_REP,3300, - ,108,30
1061,Julia,Smith,JSMITH,650.459.7439,25-JUN-06,PU_CLERK,7900, - ,114,110
1062,John,Wilson,JWILSON,650.920.1645,20-AUG-08,AD_VP,2200, - ,108,50
1063,James,Brown,JBROWN,650.968.6388,02-MAY-14,HR_REP,2600, - ,100,30
1064,Julia,Smith,JSMITH,650.656.9127,27-MAR-20,ST_CLERK,2400, - ,122,50
1065,Joan,Johnson,JJOHNSON,650.776.4517,04-APR-20,ST_MAN,3200, - ,120,50
1066,Jim,Williams,JWILLIAMS,650.837.7170,01-NOV-16,AD_ASST,17000, - ,124,30
1067,Jerry,Williams,JWILLIAMS,650.824.7174,19-MAY-07,ST_MAN,10000, - ,123,60
1068,Jane,Smith,JSMITH,650.854.8017,25-AUG-14,IT_PROG,2600, - ,103,30
1069,Julia,Moore,JMOORE,650.554.8834,15-OCT-21,PU_MAN,2900, - ,103,50
1070,John,Jones,JJONES,650.609.3494,22-JAN-18,PU_CLERK,2700, - ,100,50
1071,James,Williams,JWILLIAMS,650.581.7890,18-JUN-21,ST_MAN,7800, - ,108,100
1072,Jack,Taylor,JTAYLOR,650.237.1877,16-OCT-09,AD_VP,2800, - ,120,50
1073,Jane,Wilson,JWILSON,650.389.3118,22-JUN-18,ST_CLERK,8200, - ,108,50
1074,James,Brown,JBROWN,650.404.9688,14-FEB-11,FI_ACCOUNT,4800, - ,123,50
1075,Julia,Brown,JBROWN,650.795.4542,10-JUN-23,ST_CLERK,7800, - ,123,50
1076,Jack,Jones,JJONES,650.665.1417,24-FEB-12,HR_REP,3600, - ,122,60
1077,Joan,Jones,JJONES,650.979.4180,25-SEP-04,ST_CLERK,17000, - ,124,50
1078,John,Brown,JBROWN,650.180.9532,07-NOV-11,ST_CLERK,6000, - ,120,60
1079,Jane,Miller,JMILLER,650.713.2174,29-APR-23,IT_PROG,2600, - ,100,50
1080,Julia,Johnson,JJOHNSON,650.704.9569,24-AUG-19,ST_CLERK,2700, - ,120,60
1081,Jane,Johnson,JJOHNSON,650.477.8052,23-MAY-10,PU_CLERK,2600, - ,121,100
1082,Joy,Davis,JDAVIS,650.338.2666,01-JUL-15,PU_CLERK,6500, - ,103,90
1083,Jill,Smith,JSMITH,650.894.3905,27-SEP-08,PU_CLERK,3200, - , - ,60
1084,Jack,Jones,JJONES,650.212.4216,14-DEC-16,FI_ACCOUNT,4800, - ,103,100
1085,Julia,Smith,JSMITH,650.423.2787,27-JUN-17,FI_ACCOUNT,2500, - ,100,90
1086,Joy,Johnson,JJOHNSON,650.296.3608,12-JAN-21,ST_CLERK,6000, - ,121,30
1087,Jill,Smith,JSMITH,650.724.7939,01-FEB-06,ST_CLERK,8000, - ,100,50
1088,Jack,Miller,JMILLER,650.326.9641,17-OCT-15,FI_ACCOUNT,2900, - ,100,30
1089,Jill,Williams,JWILLIAMS,650.158.9139,08-NOV-13,ST_MAN,7900, - ,121,50
1090,Joy,Moore,JMOORE,650.742.8901,03-JUL-11,PR_REP,3300, - ,103,90
1091,Jim,Davis,JDAVIS,650.653.5358,08-NOV-21,ST_CLERK,8200, - ,100,50
1092,James,Jones,JJONES,650.331.1664,29-APR-04,ST_CLERK,3300, - ,103,100
1093,Julia,Williams,JWILLIAMS,650.576.4360,14-OCT-04,SH_CLERK,8200, - ,100,50
1094,Julia,Johnson,JJOHNSON,650.890.5695,09-FEB-20,FI_ACCOUNT,2400, - ,124,60
1095,Jerry,Taylor,JTAYLOR,650.224.4561,07-OCT-12,AD_PRES,12008, - ,122,90
1096,John,Jones,JJONES,650.110.8853,24-AUG-03,PU_CLERK,13000, - ,120,100
1097,John,Williams,JWILLIAMS,650.569.2420,16-MAR-15,ST_CLERK,2800, - ,123,50
1098,John,Brown,JBROWN,650.195.2939,02-JUL-18,ST_CLERK,6500, - ,123,50
1099,Jack,Johnson,JJOHNSON,650.723.5105,08-MAY-16,ST_MAN,2800, - ,124,50
1100,James,Moore,JMOORE,650.562.7308,29-DEC-22,ST_MAN,9000, - ,122,30
1101,Julia,Brown,JBROWN,650.315.7934,16-DEC-19,ST_MAN,2500, - ,101,30
1102,Jill,Davis,JDAVIS,650.615.9157,14-APR-11,IT_PROG,24000, - ,121,40
1103,Jane,Miller,JMILLER,650.599.9753,09-SEP-10,PU_CLERK,13000, - ,120,30
1104,Julia,Johnson,JJOHNSON,650.938.7716,02-DEC-14,ST_CLERK,10000, - ,108,90
1105,John,Johnson,JJOHNSON,650.275.5634,01-APR-20,PU_CLERK,2600, - ,205,50
1106,Jane,Davis,JDAVIS,650.469.4327,11-SEP-16,PR_REP,2200, - ,103,20
1107,James,Moore,JMOORE,650.615.5376,03-JUL-05,ST_CLERK,7700, - ,100,110
1108,Jim,Taylor,JTAYLOR,650.777.5100,31-OCT-12,ST_CLERK,4800, - ,101,100
1109,John,Johnson,JJOHNSON,650.106.3336,01-APR-07,MK_REP,2400, - ,103,60
1110,John,Brown,JBROWN,650.153.3803,03-JAN-08,ST_CLERK,2200, - ,102,50
1111,Jack,Wilson,JWILSON,650.350.2834,07-SEP-13,IT_PROG,2800, - ,100,50
1112,Joy,Smith,JSMITH,650.890.4809,26-MAY-21,ST_CLERK,6000, - ,101,50
1113,Jill,Smith,JSMITH,650.578.8647,20-DEC-10,PU_CLERK,2500, - ,101,100
1114,Joan,Smith,JSMITH,650.116.1441,16-JAN-19,ST_CLERK,17000, - ,121,100
1115,Jim,Smith,JSMITH,650.870.7871,13-MAY-06,ST_CLERK,2800, - ,108,100
1116,Joan,Smith,JSMITH,650.789.8571,09-DEC-13,ST_CLERK,2800, - ,122,100
1117,Joan,Moore,JMOORE,650.906.6647,03-APR-05,FI_ACCOUNT,6500, - ,103,20
1118,James,Jones,JJONES,650.365.8875,09-JAN-18,ST_CLERK,3200, - , - ,30
1119,Julia,Brown,JBROWN,650.674.4716,09-MAY-08,ST_CLERK,2900, - ,124,100
1120,Jerry,Taylor,JTAYLOR,650.799.3748,01-JUN-18,IT_PROG,17000, - ,121,30
1121,Joan,Brown,JBROWN,650.717.8083,16-JAN-06,SH_CLERK,10000, - ,122,50
1122,Jack,Jones,JJONES,650.136.6860,24-JAN-12,ST_MAN,8200, - ,100,30
1123,Julia,Williams,JWILLIAMS,650.902.8761,20-NOV-18,PR_REP,8200, - ,121,90
1124,John,Davis,JDAVIS,650.803.8098,05-JAN-05,IT_PROG,3200, - ,101,50
1125,Jill,Williams,JWILLIAMS,650.496.6310,05-SEP-17,IT_PROG,7800, - ,201,90
1126,Jane,Miller,JMILLER,650.786.7188,18-SEP-14,IT_PROG,2100, - ,100,50
1127,Jane,Wilson,JWILSON,650.825.4513,17-APR-21,ST_MAN,3200, - ,120,90
1128,James,Miller,JMILLER,650.246.3785,19-FEB-10,AD_VP,8300, - ,100,50
1129,Jack,Davis,JDAVIS,650.631.3447,16-JUN-05,ST_CLERK,3300, - ,100,50
1130,Joy,Davis,JDAVIS,650.255.7872,10-JAN-22,ST_MAN,2900, - ,114,50
1131,Jim,Williams,JWILLIAMS,650.195.1544,15-MAR-10,ST_CLERK,3200, - ,103,50
1132,Joy,Williams,JWILLIAMS,650.594.3984,13-FEB-10,AC_ACCOUNT,17000, - ,121,100
1133,Jane,Johnson,JJOHNSON,650.199.8893,07-DEC-05,ST_CLERK,2600, - ,114,50
1134,Jack,Smith,JSMITH,650.987.3862,13-AUG-12,ST_CLERK,3100, - ,100,50
1135,John,Smith,JSMITH,650.524.8888,18-JUL-10,MK_MAN,10000, - ,123,50
1136,James,Smith,JSMITH,650.537.1537,21-NOV-20,ST_MAN,11000, - ,205,90
1137,Jerry,Johnson,JJOHNSON,650.928.8190,26-FEB-07,PU_CLERK,2200, - ,108,50
1138,Jerry,Smith,JSMITH,650.417.4987,01-MAR-21,IT_PROG,2800, - ,108,90
1139,John,Brown,JBROWN,650.838.9195,10-MAR-18,AD_PRES,17000, - ,201,90
1140,Jerry,Davis,JDAVIS,650.618.4344,30-JUN-20,ST_CLERK,17000, - ,101,50
1141,Jerry,Johnson,JJOHNSON,650.823.4950,12-JAN-17,FI_ACCOUNT,2600, - ,100,40
1142,Jerry,Wilson,JWILSON,650.999.3787,14-NOV-07,FI_ACCOUNT,4800, - ,121,30
1143,Jerry,Taylor,JTAYLOR,650.515.8550,18-MAR-21,PU_CLERK,8200, - ,114,20
1144,Joan,Williams,JWILLIAMS,650.384.9105,12-AUG-09,ST_MAN,10000, - ,101,50
1145,Jerry,Brown,JBROWN,650.166.2655,21-OCT-04,ST_MAN,9000, - ,201,110
1146,Jim,Moore,JMOORE,650.267.9362,24-FEB-17,FI_ACCOUNT,4800, - ,122,50
1147,Jack,Smith,JSMITH,650.989.3843,11-APR-14,ST_MAN,2200, - ,120,10
1148,Joan,Brown,JBROWN,650.212.3568,25-JAN-08,ST_CLERK,2100, - ,123,50
1149,Jack,Moore,JMOORE,650.662.5275,30-OCT-13,PU_CLERK,9000, - ,122,50
1150,Joy,Moore,JMOORE,650.357.7481,10-SEP-12,HR_REP,2800, - ,120,50
1151,Jack,Williams,JWILLIAMS,650.792.9412,21-FEB-07,PU_CLERK,4200, - ,124,100
1152,James,Miller,JMILLER,650.327.3890,14-JUL-20,PU_CLERK,3300, - ,108,30
1153,James,Smith,JSMITH,650.883.3480,18-SEP-06,AD_VP,11000, - ,101,50
1154,Joy,Brown,JBROWN,650.713.6640,05-OCT-19,PU_MAN,2400, - ,100,10
1155,Jack,Jones,JJONES,650.151.8687,16-JUN-13,ST_CLERK,6900, - ,114,50
1156,Jim,Miller,JMILLER,650.201.1236,14-JUL-05,ST_CLERK,7800, - ,100,100
1157,Julia,Miller,JMILLER,650.555.4824,27-JUL-23,ST_CLERK,13000, - ,120,50
1158,Joan,Davis,JDAVIS,650.835.6795,09-AUG-12,FI_ACCOUNT,6000, - ,108,50
1159,Joy,Wilson,JWILSON,650.880.8041,23-JUN-12,ST_MAN,24000, - ,100,20
1160,Jerry,Miller,JMILLER,650.941.2751,15-MAY-13,ST_CLERK,8300, - ,201,100
1161,John,Davis,JDAVIS,650.891.4217,15-MAR-10,ST_CLERK,3100, - ,108,30
1162,Julia,Brown,JBROWN,650.911.1233,14-APR-20,ST_CLERK,24000, - ,201,110
1163,Julia,Johnson,JJOHNSON,650.700.7148,28-FEB-16,FI_ACCOUNT,6000, - ,101,60
1164,John,Brown,JBROWN,650.302.2131,28-JUN-11,ST_CLERK,17000, - ,100,100
1165,Jim,Taylor,JTAYLOR,650.860.5959,07-JAN-04,ST_CLERK,2500, - ,108,50
1166,John,Smith,JSMITH,650.865.9678,12-JUN-06,ST_MAN,5800, - ,103,100
1167,James,Williams,JWILLIAMS,650.146.5162,09-FEB-16,FI_ACCOUNT,7700, - ,120,10
1168,Julia,Wilson,JWILSON,650.232.7852,17-MAY-11,ST_CLERK,17000, - ,123,50
1169,Jack,Taylor,JTAYLOR,650.591.6319,02-JUN-10,ST_CLERK,3200, - ,123,50
1170,Jim,Jones,JJONES,650.703.9078,19-MAY-07,SH_CLERK,4800, - ,114,100
1171,Jill,Davis,JDAVIS,650.269.7270,08-AUG-11,ST_CLERK,4800, - , - ,50
1172,Jane,Johnson,JJOHNSON,650.599.2009,01-MAY-18,SH_CLERK,2900, - ,103,20
1173,Jerry,Miller,JMILLER,650.828.8051,01-FEB-13,SH_CLERK,2500, - ,121,60
1174,John,Jones,JJONES,650.943.8540,06-NOV-06,ST_MAN,6500, - ,124,50
1175,Jack,Williams,JWILLIAMS,650.957.3411,16-OCT-12,ST_CLERK,4800, - ,100,60
1176,Jim,Brown,JBROWN,650.816.3285,09-JAN-15,ST_CLERK,3300, - ,103,50
1177,Jane,Williams,JWILLIAMS,650.501.3786,28-AUG-11,ST_CLERK,8200, - ,201,60
1178,Jill,Moore,JMOORE,650.919.7593,26-MAY-11,AD_VP,2700, - ,122,20
1179,Jerry,Williams,JWILLIAMS,650.688.2452,23-DEC-22,PU_CLERK,3200, - ,100,50
1180,Joy,Miller,JMILLER,650.897.7786,05-JAN-08,AC_MGR,6900, - ,121,100
1181,Julia,Williams,JWILLIAMS,650.645.4613,18-JUL-20,PU_MAN,2600, - ,114,50
1182,Jim,Davis,JDAVIS,650.678.3470,28-SEP-17,ST_CLERK,4200, - ,123,30
1183,Jerry,Taylor,JTAYLOR,650.671.6007,26-APR-22,AC_ACCOUNT,3200, - ,123,30
1184,John,Smith,JSMITH,650.949.8796,02-MAR-14,IT_PROG,2800, - ,100,50
1185,Joan,Johnson,JJOHNSON,650.155.7401,23-OCT-11,ST_CLERK,24000, - ,100,30
1186,Jim,Williams,JWILLIAMS,650.243.3446,09-DEC-13,ST_CLERK,17000, - ,100,50
1187,John,Miller,JMILLER,650.166.6459,29-JUL-19,ST_MAN,7700, - ,121,50
1188,Jack,Taylor,JTAYLOR,650.784.3439,21-SEP-21,ST_CLERK,8300, - ,100,30
1189,Jane,Taylor,JTAYLOR,650.827.2534,17-MAY-17,ST_CLERK,6500, - , - ,20
1190,Jill,Miller,JMILLER,650.444.5683,12-MAR-18,ST_CLERK,11000, - ,123,30
1191,Jim,Smith,JSMITH,650.690.5297,15-SEP-04,FI_ACCOUNT,8000, - ,114,50
1192,Julia,Miller,JMILLER,650.641.2831,07-MAR-07,ST_CLERK,4800, - ,103,50
1193,Jim,Moore,JMOORE,650.969.1025,27-SEP-10,PU_CLERK,9000, - , - ,50
1194,Jim,Johnson,JJOHNSON,650.544.4141,26-JAN-20,ST_CLERK,2600, - ,114,50
1195,Jill,Wilson,JWILSON,650.762.8409,08-SEP-16,AD_VP,13000, - ,114,110
1196,James,Smith,JSMITH,650.630.3501,25-OCT-11,AC_ACCOUNT,3200, - ,103,50
1197,Joy,Smith,JSMITH,650.469.7636,10-FEB-19,IT_PROG,2100, - ,205,60
1198,Julia,Brown,JBROWN,650.953.3631,03-DEC-15,AD_VP,9000, - ,101,50
1199,Julia,Taylor,JTAYLOR,650.273.6623,10-JAN-08,HR_REP,7700, - ,121,50
1200,Joy,Davis,JDAVIS,650.860.1916,27-JUN-07,ST_CLERK,24000, - ,114,60
1201,Joan,Williams,JWILLIAMS,650.742.1023,17-JUL-13,IT_PROG,2800, - ,108,50
1202,Jim,Johnson,JJOHNSON,650.493.7534,17-DEC-08,FI_ACCOUNT,10000, - ,108,30
1203,Jerry,Jones,JJONES,650.213.8222,09-NOV-21,AC_ACCOUNT,4800, - ,100,10
1204,Jerry,Taylor,JTAYLOR,650.852.2969,23-MAY-18,PU_CLERK,13000, - ,103,100
1205,Jerry,Moore,JMOORE,650.853.1307,27-JAN-18,AD_PRES,12008, - ,121,60
1206,Jack,Wilson,JWILSON,650.580.5482,18-JUL-19,ST_MAN,8200, - ,114,60
1207,Joy,Davis,JDAVIS,650.758.6836,15-AUG-17,ST_CLERK,6000, - ,121,50
1208,Jane,Moore,JMOORE,650.427.7697,22-NOV-15,MK_REP,4800, - ,123,60
1209,Jim,Brown,JBROWN,650.746.1885,29-JUN-13,ST_CLERK,5800, - ,101,60
1210,Jim,Moore,JMOORE,650.442.1079,15-JUL-09,PR_REP,4800, - ,114,100
1211,Joan,Miller,JMILLER,650.103.9162,13-JAN-04,FI_ACCOUNT,4200, - ,108,50
1212,Jerry,Johnson,JJOHNSON,650.719.2672,11-APR-05,PU_CLERK,2700, - ,121,50
1213,Jill,Smith,JSMITH,650.228.9722,28-AUG-21,FI_ACCOUNT,2700, - ,120,30
1214,Jack,Davis,JDAVIS,650.119.9182,06-AUG-15,IT_PROG,6000, - ,205,10
1215,John,Taylor,JTAYLOR,650.910.8528,01-DEC-07,ST_MAN,6500, - ,121,20
1216,Joy,Jones,JJONES,650.875.3123,30-OCT-04,ST_CLERK,2700, - ,123,50
1217,Joy,Moore,JMOORE,650.229.1844,13-OCT-06,AD_ASST,4800, - ,120,50
1218,John,Williams,JWILLIAMS,650.114.5035,29-AUG-15,ST_CLERK,2100, - ,120,50
1219,Jane,Smith,JSMITH,650.206.3166,23-FEB-21,ST_CLERK,9000, - ,205,70
1220,John,Miller,JMILLER,650.818.2682,15-MAR-20,ST_CLERK,2900, - ,123,50
1221,Jim,Williams,JWILLIAMS,650.348.7445,25-APR-13,IT_PROG,2500, - ,123,20
1222,James,Smith,JSMITH,650.744.1617,31-JUL-20,ST_CLERK,3200, - ,124,50
1223,Joan,Davis,JDAVIS,650.701.5904,17-APR-07,PU_CLERK,8200, - ,100,60
1224,Jane,Moore,JMOORE,650.662.6373,11-SEP-05,ST_CLERK,2600, - ,100,50
1225,Julia,Davis,JDAVIS,650.724.1165,14-AUG-10,ST_CLERK,2400, - ,120,50
1226,Jim,Smith,JSMITH,650.302.9128,16-SEP-10,PU_CLERK,6500, - ,100,50
1227,John,Davis,JDAVIS,650.150.7064,23-DEC-20,ST_CLERK,6000, - ,100,30
1228,Jim,Brown,JBROWN,650.310.4212,25-OCT-20,ST_MAN,2400, - ,114,50
1229,Joan,Jones,JJONES,650.487.1039,02-JUL-19,HR_REP,12008, - ,123,90
1230,Joan,Wilson,JWILSON,650.410.8502,30-SEP-19,PR_REP,8000, - ,100,30
1231,John,Smith,JSMITH,650.227.6549,17-OCT-09,ST_CLERK,2900, - ,100,50
1232,Jack,Moore,JMOORE,650.387.3677,21-AUG-20,ST_MAN,8200, - ,121,30
1233,Jack,Taylor,JTAYLOR,650.377.2200,30-SEP-03,PU_MAN,9000, - ,121,50
1234,Jim,Moore,JMOORE,650.627.1505,04-SEP-09,ST_CLERK,4200, - ,103,30
1235,Jim,Johnson,JJOHNSON,650.669.5279,08-AUG-14,IT_PROG,12008, - ,123,50
1236,John,Miller,JMILLER,650.281.4343,19-AUG-16,ST_CLERK,9000, - ,101,50
1237,Jerry,Jones,JJONES,650.932.5041,05-JUN-10,FI_ACCOUNT,3100, - ,114,50
1238,Julia,Wilson,JWILSON,650.630.3459,30-JUL-19,ST_CLERK,13000, - ,123,20
1239,Jill,Wilson,JWILSON,650.863.9761,07-MAR-06,AC_ACCOUNT,2500, - ,123,50
1240,Jill,Wilson,JWILSON,650.161.7305,23-SEP-14,FI_ACCOUNT,2100, - ,101,30
1241,Jack,Miller,JMILLER,650.682.7298,15-JUL-13,SH_CLERK,6500, - ,121,100
1242,Julia,Taylor,JTAYLOR,650.278.5224,06-MAR-06,PU_CLERK,4400, - ,114,30
1243,Jill,Taylor,JTAYLOR,650.385.9467,15-DEC-06,FI_ACCOUNT,12008, - ,121,50
1244,Julia,Williams,JWILLIAMS,650.712.1912,16-JUN-19,AC_ACCOUNT,10000, - ,122,60
1245,Jerry,Smith,JSMITH,650.137.4589,11-OCT-15,ST_CLERK,2700, - ,124,50
1246,James,Brown,JBROWN,650.552.2006,15-APR-21,PU_CLERK,2500, - ,100,50
1247,James,Wilson,JWILSON,650.916.3512,15-MAY-11,AC_ACCOUNT,2500, - ,122,30
1248,Joy,Taylor,JTAYLOR,650.365.9910,22-JAN-12,FI_ACCOUNT,2800, - ,100,50
1249,Jill,Wilson,JWILSON,650.173.9513,26-AUG-19,MK_REP,8200, - ,108,50
1250,Jack,Davis,JDAVIS,650.458.9631,26-SEP-16,FI_ACCOUNT,2700, - ,100,20
1251,Joan,Jones,JJONES,650.927.5497,23-JAN-15,ST_CLERK,8300, - ,108,50
1252,John,Williams,JWILLIAMS,650.503.3664,03-OCT-03,FI_ACCOUNT,11000, - ,121,50
1253,Joan,Brown,JBROWN,650.799.6919,27-JUL-18,ST_MAN,9000, - ,102,50
1254,John,Davis,JDAVIS,650.561.4336,10-SEP-16,ST_CLERK,7700, - ,103,60
1255,Jill,Brown,JBROWN,650.738.4775,21-MAR-13,ST_CLERK,2700, - ,123,50
1256,Jane,Davis,JDAVIS,650.116.1090,05-JAN-06,FI_ACCOUNT,2700, - ,100,50
1257,Jill,Taylor,JTAYLOR,650.838.7276,08-DEC-05,FI_ACCOUNT,2900, - ,100,90
1258,Jane,Williams,JWILLIAMS,650.733.3380,16-SEP-05,PU_MAN,2200, - ,100,50
1259,Jerry,Johnson,JJOHNSON,650.829.9233,06-JUN-17,MK_REP,12008, - ,201,50
1260,Joan,Jones,JJONES,650.275.3250,03-JUL-09,ST_MAN,2900, - , - ,50
1261,Jim,Johnson,JJOHNSON,650.906.5167,15-FEB-04,SH_CLERK,9000, - ,100,100
1262,Jack,Moore,JMOORE,650.812.6895,24-FEB-19,AD_VP,6500, - ,120,60
1263,Jim,Jones,JJONES,650.322.1697,02-JUN-13,IT_PROG,4800, - ,108,30
1264,Joan,Smith,JSMITH,650.930.6994,04-JUN-11,ST_CLERK,3600, - ,103,90
1265,Jane,Brown,JBROWN,650.234.9334,26-JUN-21,PR_REP,2600, - ,108,20
1266,Jim,Wilson,JWILSON,650.636.8936,26-DEC-06,ST_CLERK,2700, - ,121,30
1267,Jim,Wilson,JWILSON,650.185.1430,22-MAY-19,ST_MAN,6000, - ,100,60
1268,Jill,Johnson,JJOHNSON,650.495.8797,03-MAR-10,AD_PRES,11000, - ,114,50
1269,Jim,Taylor,JTAYLOR,650.750.4641,18-APR-11,ST_CLERK,2100, - ,108,50
1270,Jane,Brown,JBROWN,650.576.9835,27-FEB-22,AD_ASST,6500, - ,120,110
1271,Jill,Williams,JWILLIAMS,650.334.9294,31-DEC-20,ST_CLERK,7700, - ,100,50
